영화제목,유통회사명,개봉일,총스크린수,관람인원수,장르,등급,네이버_평점,구글_평점,씨네21_평점,개봉년도,개봉월
"어쩌다 공주, 닭냥이 왕자를 부탁해!",(주)팝엔터테인먼트,2022-09-01,306.0,100.0,애니메이션,전체관람가,8.84,,6.0,2022,9
프린세스 아야,씨제이 씨지브이(CJ CGV)(주),2022-09-01,348.0,99.0,판타지,전체관람가,7.01,,5.0,2022,9
"그 남자, 좋은 간호사",씨제이 씨지브이(CJ CGV)(주),2022-10-01,61.0,96.0,스릴러,15세이상관람가,7.2,4.3,6.5,2022,10
아르키메데스의 대전,(주)미디어캐슬,2022-11-01,4.0,92.0,드라마,15세이상관람가,5.71,,,2022,11
은하철도 999 - 극장판,(주)디스테이션,2022-10-01,56.0,87.0,애니메이션,12세이상관람가,8.59,,7.17,2022,10
루팡의 딸 극장판,(주)미디어캐슬,2022-11-01,3.0,82.0,가족,12세이상관람가,5.14,,,2022,11
컴어웨이,(주)누리픽쳐스,2022-11-01,5.0,78.0,어드벤처,12세이상관람가,6.83,2.7,4.0,2022,11
포프란: 사라진 X를 찾아서,(주)이놀미디어,2022-10-01,17.0,75.0,코미디,15세이상관람가,6.14,,5.0,2022,10
늑대사냥,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)",2022-09-01,,74.0,액션,청소년관람불가,5.45,4.2,4.0,2022,9
한여름밤의 재즈,찬란,2022-09-01,43.0,74.0,다큐멘터리,12세이상관람가,7.97,,7.5,2022,9
시대혁명,델로스,2022-10-01,18.0,67.0,다큐멘터리,15세이상관람가,,,8.0,2022,10
어제 뭐 먹었어? -극장판,(주)이놀미디어,2022-10-01,20.0,54.0,드라마,12세이상관람가,8.2,,,2022,10
경성별희,초코필름,2022-11-01,5.0,50.0,드라마,12세이상관람가,0.0,,,2022,11
쿵푸 외전,초코필름,2022-11-01,5.0,50.0,액션,15세이상관람가,0.0,,,2022,11
맨 온 엣지,(주)콘텐츠판다,2022-11-01,7.0,48.0,액션,15세이상관람가,5.78,,,2022,11
아르코라이브 무용 물속 골리앗,(주)더존크리에이티브,2022-11-01,6.0,45.0,공연,12세이상관람가,,,,2022,11
"아치의 노래, 정태춘",(주)넥스트엔터테인먼트월드(NEW),2022-05-01,149.0,45.0,다큐멘터리,전체관람가,9.15,,6.0,2022,5
뮤지컬 스페셜딜리버리,(주)더존크리에이티브,2022-11-01,6.0,44.0,공연,12세이상관람가,,,,2022,11
홈리스,그린나래미디어(주),2022-09-01,86.0,44.0,드라마,12세이상관람가,7.17,,6.0,2022,9
에반게리온 신극장판: 파,(주)라이크콘텐츠,2022-10-01,12.0,40.0,애니메이션,12세이상관람가,8.94,4.7,8.5,2022,10
에반게리온 신극장판: Q,(주)라이크콘텐츠,2022-10-01,14.0,37.0,애니메이션,15세이상관람가,7.49,4.3,7.5,2022,10
사잇소리,"(주)드림팩트엔터테인먼트,(주)아크메",2022-10-01,20.0,34.0,스릴러,15세이상관람가,8.0,,3.5,2022,10
깐부(코로나방학소동),스마일픽쳐스,2022-11-01,1.0,32.0,드라마,12세이상관람가,6.0,,,2022,11
큐어,M&M 인터내셔널,2022-07-01,55.0,23.0,공포(호러),15세관람가,8.66,4.1,9.0,2022,7
에반게리온 신극장판: 서,(주)라이크콘텐츠,2022-10-01,13.0,21.0,애니메이션,12세이상관람가,8.07,4.6,7.0,2022,10
소설가의 영화,"(주)영화제작전원사 ,(주)콘텐츠판다",2022-04-01,66.0,19.0,드라마,12세이상관람가,7.69,,8.0,2022,4
2차 송환,(주)시네마달,2022-09-01,16.0,16.0,다큐멘터리,12세이상관람가,8.33,,8.25,2022,9
카시오페아,(주)트리플픽쳐스,2022-06-01,175.0,15.0,드라마,12세이상관람가,8.42,,6.5,2022,6
작은연못,목영이엔엠,2022-11-01,1.0,14.0,다큐멘터리,전체관람가,6.61,,6.17,2022,11
썬더버드,(주)트리플픽쳐스,2022-09-01,99.0,12.0,드라마,15세이상관람가,6.67,,4.33,2022,9
음양살수,초코필름,2022-11-01,1.0,10.0,액션,15세이상관람가,0.0,,,2022,11
천년여우,초코필름,2022-11-01,1.0,10.0,스릴러,15세이상관람가,4.0,4.8,7.0,2022,11
다 잘된 거야,(주)더쿱디스트리뷰션,2022-09-01,40.0,9.0,드라마,12세이상관람가,7.48,4.3,6.0,2022,9
주연,(주)마노엔터테인먼트,2022-09-01,20.0,5.0,드라마,12세이상관람가,,,,2022,9
애프터 양,"(주)영화특별시에스엠씨,주식회사 왓챠",2022-06-01,161.0,3.0,드라마,전체관람가,8.21,3.6,8.0,2022,6
큐브,(주)디스테이션,2022-08-01,51.0,3.0,스릴러,15세이상관람가,5.51,3.9,8.0,2022,8
기기묘묘,필름다빈,2022-09-01,25.0,2.0,공포(호러),15세이상관람가,5.52,,6.4,2022,9
달이 지는 밤,(주)디오시네마,2022-09-01,47.0,2.0,드라마,15세이상관람가,6.69,,7.5,2022,9
우리가 말하지 않은 것,(주)디오시네마,2022-09-01,31.0,1.0,드라마,15세이상관람가,7.29,,5.5,2022,9
히트맨: 코드네임 버튜소,(주)누리픽쳐스,2022-11-01,1.0,1.0,액션,15세이상관람가,6.57,2.2,,2022,11
아바타: 물의 길,월트디즈니컴퍼니코리아 유한책임회사,2022-12-01,,,액션,12세이상관람가,8.83,4.3,7.67,2022,12
올빼미,(주)넥스트엔터테인먼트월드(NEW),2022-11-01,,,스릴러,15세이상관람가,,,6.5,2022,11
영웅,(주)씨제이이엔엠,2022-12-01,,,드라마,12세이상관람가,8.4,,6.91,2022,12
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","(주)바이포엠스튜디오,홀리가든",2022-11-01,258.0,,멜로/로맨스,12세이상관람가,7.94,4.9,5.33,2022,11
압꾸정,(주)쇼박스,2022-11-01,,,코미디,12세이상관람가,5.88,,4.33,2022,11
신비아파트 극장판 차원도깨비와 7개의 세계,(주)씨제이이엔엠,2022-12-01,665.0,,애니메이션,전체관람가,8.65,,6.0,2022,12
탄생,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",2022-11-01,670.0,,드라마,12세이상관람가,8.15,,6.56,2022,11
극장판 뽀로로와 친구들: 바이러스를 없애줘!,(주)넥스트엔터테인먼트월드(NEW),2022-12-01,380.0,,애니메이션,전체관람가,8.43,,,2022,12
젠틀맨,플러스엠 엔터테인먼트,2022-12-01,751.0,,범죄,15세이상관람가,6.62,,6.0,2022,12
원피스 필름 레드,(주)넥스트엔터테인먼트월드(NEW),2022-11-01,550.0,,애니메이션,12세이상관람가,6.86,4.0,6.0,2022,11
눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,메가박스중앙(주),2022-12-01,626.0,,애니메이션,전체관람가,6.32,,,2022,12
블랙 팬서: 와칸다 포에버,월트디즈니컴퍼니코리아 유한책임회사,2022-11-01,,,액션,12세이상관람가,6.98,3.7,6.4,2022,11
데시벨,(주)마인드마크,2022-11-01,,,액션,12세이상관람가,6.75,4.7,4.25,2022,11
프레이 포 더 데블,(주)올스타엔터테인먼트,2022-12-01,517.0,,미스터리,15세이상관람가,6.89,3.7,4.0,2022,12
본즈 앤 올,워너브러더스 코리아(주),2022-11-01,356.0,,공포(호러),청소년관람불가,8.02,3.4,8.2,2022,11
핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,(주)넥스트엔터테인먼트월드(NEW),2022-12-01,432.0,,애니메이션,전체관람가,8.33,,6.0,2022,12
엔시티 드림 더 무비 : 인 어 드림,씨제이포디플렉스 주식회사,2022-11-01,103.0,,다큐멘터리,전체관람가,9.47,,,2022,11
스페이스 키드: 우주에서 살아남기,"그린나래미디어(주),(주)인터파크",2022-12-01,290.0,,애니메이션,전체관람가,8.88,4.6,6.0,2022,12
스트레인지 월드,월트디즈니컴퍼니코리아 유한책임회사,2022-11-01,699.0,,애니메이션,전체관람가,,2.5,5.5,2022,11
더 메뉴,월트디즈니컴퍼니코리아 유한책임회사,2022-12-01,177.0,,스릴러,15세이상관람가,7.73,3.5,6.5,2022,12
동감,씨제이 씨지브이(CJ CGV)(주),2022-11-01,,,멜로/로맨스,12세이상관람가,6.53,4.6,7.52,2022,11
크리스마스 캐럴,(주)디스테이션,2022-12-01,410.0,,드라마,청소년관람불가,7.54,,6.0,2022,12
몬스터 신부: 101번째 프로포즈,와이드 릴리즈(주),2022-12-01,226.0,,애니메이션,전체관람가,6.82,,,2022,12
양자경의 더 모든 날 모든 순간,워터홀컴퍼니(주),2022-11-01,63.0,,액션,15세이상관람가,9.13,3.8,,2022,11
헤이지니&럭키강이 비밀의 문,"(주)영화사 그램,(주)플레이그램",2022-12-01,282.0,,공연,전체관람가,5.63,,,2022,12
너와 사랑한 시간,오드,2022-11-01,92.0,,멜로/로맨스,12세이상관람가,8.0,,4.0,2022,11
페르시아어 수업,(주)영화사 진진,2022-12-01,40.0,,드라마,15세이상관람가,8.23,4.7,6.33,2022,12
에브리씽 에브리웨어 올 앳 원스,워터홀컴퍼니(주),2022-10-01,620.0,,액션,15세이상관람가,8.8,3.8,8.43,2022,10
극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,(주)씨제이이엔엠,2022-09-01,873.0,,애니메이션,전체관람가,8.81,4.8,7.5,2022,9
만인의 연인,(주)시네마달,2022-12-01,52.0,,드라마,15세이상관람가,7.0,,6.33,2022,12
코르사주,"그린나래미디어(주),(주)플레이그램",2022-12-01,46.0,,드라마,15세이상관람가,7.1,2.9,7.2,2022,12
극장판 가면라이더: 세이버X젠카이저 슈퍼히어로 전기,트윈플러스파트너스(주),2022-12-01,103.0,,액션,전체관람가,7.25,,,2022,12
프로메어,(주)영화사 그램,2022-10-01,63.0,,애니메이션,15세이상관람가,8.61,4.7,6.0,2022,10
인생은 아름다워,롯데컬처웍스(주)롯데엔터테인먼트,2022-09-01,,,뮤지컬,12세이상관람가,9.54,,8.4,2022,9
탑건: 매버릭,롯데컬처웍스(주)롯데엔터테인먼트,2022-06-01,,,액션,12세이상관람가,,4.8,8.6,2022,6
가가린,(주)엣나인필름,2022-12-01,41.0,,SF,12세이상관람가,7.75,,7.0,2022,12
심야카페: 미씽 허니,(주)영화특별시에스엠씨,2022-11-01,174.0,,멜로/로맨스,12세이상관람가,5.66,,4.0,2022,11
화이트 노이즈,씨제이 씨지브이(CJ CGV)(주),2022-12-01,62.0,,코미디,15세이상관람가,,2.1,4.5,2022,12
"그 겨울, 나는",(주)더쿱디스트리뷰션,2022-11-01,27.0,,멜로/로맨스,15세이상관람가,8.08,,6.67,2022,11
헤어질 결심,(주)씨제이이엔엠,2022-06-01,,,미스터리,15세이상관람가,8.98,3.9,8.73,2022,6
크레이지 컴페티션,"(주)영화사 진진,주식회사 왓챠",2022-12-01,40.0,,드라마,15세이상관람가,7.85,3.5,6.67,2022,12
튜브펫주식회사,"(주)지티지그룹,와이드 릴리즈(주)",2022-12-01,55.0,,드라마,전체관람가,7.0,,,2022,12
이태석,"THE 픽쳐스,주식회사 블루필름웍스",2022-12-01,100.0,,다큐멘터리,전체관람가,9.29,,4.0,2022,12
데솔레이트,(주)로드하우스,2022-12-01,49.0,,액션,15세이상관람가,3.5,,,2022,12
유포자들,와이드 릴리즈(주),2022-11-01,123.0,,범죄,15세이상관람가,7.4,,4.0,2022,11
극장판 소드 아트 온라인 프로그레시브 짙은 어둠의 스케르초,(주)애니플러스,2022-11-01,89.0,,애니메이션,12세이상관람가,7.62,,,2022,11
요정,"(주)싸이더스,(주)블루라벨픽쳐스",2022-12-01,32.0,,드라마,12세이상관람가,7.89,,6.0,2022,12
자백,롯데컬처웍스(주)롯데엔터테인먼트,2022-10-01,,,범죄,15세이상관람가,8.1,,7.67,2022,10
리멤버,(주)에이스메이커무비웍스,2022-10-01,,,드라마,15세이상관람가,7.81,,6.0,2022,10
폴: 600미터,(주)스튜디오디에이치엘,2022-11-01,463.0,,스릴러,12세이상관람가,7.96,4.0,5.5,2022,11
메모리아,찬란,2022-12-01,42.0,,드라마,12세이상관람가,7.3,3.1,8.17,2022,12
그녀가 말했다,유니버설픽쳐스인터내셔널 코리아(유),2022-11-01,88.0,,드라마,15세이상관람가,8.38,4.1,7.5,2022,11
아마겟돈 타임,유니버설픽쳐스인터내셔널 코리아(유),2022-11-01,186.0,,드라마,12세이상관람가,7.62,3.2,7.57,2022,11
지옥의 화원,"찬란,(주)하이스트레인저",2022-12-01,25.0,,코미디,15세이상관람가,7.0,,5.33,2022,12
놈이 우리 안에 있다,(주)영화사오원,2022-11-01,91.0,,미스터리,15세이상관람가,6.13,3.5,4.5,2022,11
EBS친구들 씽씽 댄스파티,(주)에픽캔,2022-09-01,1.0,,가족,전체관람가,,,,2022,9
견왕: 이누오,트윈플러스파트너스(주),2022-12-01,28.0,,애니메이션,12세이상관람가,7.88,4.5,6.67,2022,12
한산 리덕스,롯데컬처웍스(주)롯데엔터테인먼트,2022-11-01,202.0,,액션,12세이상관람가,8.73,4.6,,2022,11
트랜스,(주)마노엔터테인먼트,2022-11-01,29.0,,SF,15세이상관람가,7.75,,6.0,2022,11
로보카폴리 안전교실 교통편,(주)로이비쥬얼,2022-09-01,16.0,,애니메이션,전체관람가,,,,2022,9
머슴바울,"(주)드림팩트엔터테인먼트,기독교대한감리회",2022-11-01,23.0,,사극,전체관람가,7.5,,,2022,11
에브리띵 윌 체인지,(주)영화사 안다미로,2022-11-01,15.0,,SF,12세이상관람가,7.75,,5.5,2022,11
세이레,트윈플러스파트너스(주),2022-11-01,70.0,,드라마,15세이상관람가,7.07,,6.67,2022,11
창밖은 겨울,(주)영화사 진진,2022-11-01,55.0,,드라마,12세이상관람가,8.07,,6.8,2022,11
아인보: 아마존의 전설,(주)디스테이션,2022-10-01,401.0,,애니메이션,전체관람가,8.5,3.3,7.0,2022,10
뿌까의 짜장면파티,(주)에픽캔,2022-07-01,11.0,,기타,전체관람가,,,,2022,7
니얼굴,(주)영화사 진진,2022-06-01,65.0,,다큐멘터리,전체관람가,8.83,,7.5,2022,6
초선,커넥트픽쳐스(주),2022-11-01,41.0,,다큐멘터리,12세이상관람가,8.67,,8.0,2022,11
극장판 유루캠△,(주)애니플러스,2022-10-01,84.0,,애니메이션,전체관람가,8.47,,,2022,10
내추럴 바이스,(주)로드하우스,2022-11-01,49.0,,범죄,청소년관람불가,4.33,,,2022,11
스마일,롯데컬처웍스(주)롯데엔터테인먼트,2022-10-01,455.0,,미스터리,청소년관람불가,7.75,3.6,5.0,2022,10
"므이 : 저주, 돌아오다",(주)좋은친구들,2022-12-01,24.0,,공포(호러),15세이상관람가,4.91,,,2022,12
나나,M&M 인터내셔널,2022-12-01,21.0,,드라마,15세이상관람가,8.01,,7.0,2022,12
같은 속옷을 입는 두 여자,찬란,2022-11-01,53.0,,드라마,15세이상관람가,7.93,,8.0,2022,11
수프와 이데올로기,(주)엣나인필름,2022-10-01,45.0,886.0,다큐멘터리,12세이상관람가,8.88,,6.33,2022,10
혜옥이,(주)트리플픽쳐스,2022-12-01,23.0,878.0,드라마,12세이상관람가,8.11,,6.0,2022,12
기예르모 델토로의 피노키오,씨제이 씨지브이(CJ CGV)(주),2022-11-01,57.0,869.0,애니메이션,전체관람가,8.13,4.7,7.33,2022,11
극장판 주술회전 0,(주)대교 미디어콘텐츠사업본부,2022-02-01,836.0,843.0,애니메이션,15세이상관람가,8.91,4.8,6.0,2022,2
마이 선,(주)무비다이브,2022-12-01,28.0,821.0,스릴러,15세이상관람가,5.92,3.2,4.33,2022,12
뮤직 바이 시아,(주)디오시네마,2022-12-01,19.0,768.0,드라마,15세이상관람가,5.83,2.2,4.0,2022,12
한산: 용의 출현,롯데컬처웍스(주)롯데엔터테인먼트,2022-07-01,,706.0,액션,12세이상관람가,8.53,4.6,6.8,2022,7
고고다이노 극장판: 얼음공룡의 비밀,"(주)넥스트엔터테인먼트월드(NEW),(주)블루라벨픽쳐스",2022-10-01,531.0,685.0,애니메이션,전체관람가,7.75,,,2022,10
코다,판씨네마(주),2021-08-01,308.0,681.0,드라마,12세이상관람가,,4.8,6.33,2021,8
걸리버 리턴즈,(주)박수엔터테인먼트,2022-11-01,206.0,668.0,애니메이션,전체관람가,3.93,,,2022,11
탑,"(주)영화제작전원사 ,(주)콘텐츠판다",2022-11-01,57.0,589.0,드라마,15세이상관람가,,,8.5,2022,11
"아치의 노래, 정태춘",(주)넥스트엔터테인먼트월드(NEW),2022-05-01,149.0,541.0,다큐멘터리,전체관람가,9.15,,6.0,2022,5
더 게임,알토미디어(주),2022-12-01,11.0,538.0,드라마,15세이상관람가,7.42,,4.33,2022,12
라스트필름,영화배급협동조합 씨네소파,2022-12-01,22.0,444.0,드라마,12세이상관람가,6.0,,5.0,2022,12
존 덴버 죽이기,(주)트리플픽쳐스,2022-11-01,22.0,435.0,드라마,12세이상관람가,6.67,,6.0,2022,11
디모: 벚꽃의 소리,(주)미디어캐슬,2022-12-01,5.0,417.0,애니메이션,전체관람가,6.33,,,2022,12
미니언즈2,유니버설픽쳐스인터내셔널 코리아(유),2022-07-01,,374.0,애니메이션,전체관람가,7.85,4.5,5.0,2022,7
팬픽에서 연애까지,(주)이놀미디어,2022-12-01,18.0,367.0,멜로/로맨스,15세이상관람가,6.7,,5.0,2022,12
미시즈 해리스 파리에 가다,유니버설픽쳐스인터내셔널 코리아(유),2022-11-01,144.0,365.0,드라마,12세이상관람가,8.11,4.5,8.0,2022,11
동행: 10년의 발걸음,(주)디오시네마,2022-12-01,9.0,360.0,다큐멘터리,전체관람가,9.8,,6.0,2022,12
1번국도,(주)스튜디오 보난자,2022-12-01,9.0,340.0,드라마,15세이상관람가,7.75,,,2022,12
바커스: 고양이를 조심해!,"와이드 릴리즈(주),(주)태양미디어그룹",2022-10-01,181.0,331.0,애니메이션,전체관람가,10.0,,,2022,10
육사오(6/45),"(주)홈초이스,(주)싸이더스",2022-08-01,,325.0,코미디,12세이상관람가,8.05,,6.0,2022,8
이스터 선데이,씨제이 씨지브이(CJ CGV)(주),2022-12-01,28.0,305.0,코미디,12세이상관람가,6.0,3.7,,2022,12
우수,㈜인디스토리,2022-11-01,19.0,302.0,드라마,12세이상관람가,7.0,,6.6,2022,11
파이어버드,그린나래미디어(주),2022-11-01,38.0,285.0,멜로/로맨스,15세이상관람가,7.28,4.8,6.25,2022,11
피가로~피가로~피가로,(주)트리플픽쳐스,2022-11-01,28.0,267.0,코미디,12세이상관람가,8.24,4.4,6.0,2022,11
정직한 후보2,(주)넥스트엔터테인먼트월드(NEW),2022-09-01,,238.0,코미디,12세이상관람가,6.92,,5.83,2022,9
사랑할 땐 누구나 최악이 된다,"그린나래미디어(주),(주)하이스트레인저",2022-08-01,68.0,218.0,멜로/로맨스,15세이상관람가,7.8,4.0,8.0,2022,8
나를 죽여줘,(주)트리플픽쳐스,2022-10-01,112.0,210.0,드라마,15세이상관람가,8.21,,6.5,2022,10
성적표의 김민영,(주)엣나인필름,2022-09-01,48.0,204.0,드라마,전체관람가,8.39,,6.86,2022,9
태안,레드무비,2022-10-01,9.0,200.0,다큐멘터리,15세이상관람가,7.8,,6.5,2022,10
양성인간,에이케이엔터테인먼트(주),2022-12-01,12.0,193.0,드라마,15세이상관람가,7.0,,6.0,2022,12
청춘시련,"(주)씨네필운,시네마 뉴원",2022-12-01,10.0,192.0,드라마,청소년관람불가,7.6,,5.0,2022,12
거래완료,(주)스튜디오디에이치엘,2022-10-01,72.0,191.0,드라마,12세이상관람가,8.25,,6.6,2022,10
애프터 미투,(주)영화사 그램,2022-10-01,71.0,184.0,다큐멘터리,15세이상관람가,5.52,,7.67,2022,10
레드 씨,주식회사 루믹스미디어,2022-12-01,5.0,180.0,어드벤처,12세이상관람가,0.0,,1.0,2022,12
야쿠자 프린세스,(주)스튜디오디에이치엘,2022-12-01,5.0,160.0,액션,청소년관람불가,7.0,2.9,,2022,12
2차 송환,(주)시네마달,2022-09-01,16.0,159.0,다큐멘터리,12세이상관람가,8.33,,8.25,2022,9
희망의 요소,필름다빈,2022-12-01,6.0,158.0,멜로/로맨스,12세이상관람가,8.35,,4.67,2022,12
희수,영화사 정원,2022-12-01,5.0,143.0,드라마,12세이상관람가,8.29,,7.0,2022,12
가재가 노래하는 곳,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-11-01,264.0,142.0,드라마,15세이상관람가,8.25,4.7,5.0,2022,11
