영화제목,유통회사명,개봉일,총스크린수,관람인원수,장르,등급,네이버_평점,구글_평점,씨네21_평점,개봉년도,개봉월
리빙: 어떤 인생,(주)티캐스트,20231213,50,190,드라마,12세이상관람가,8.3,4.7,5.5,2023,12
나폴레옹,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20231206,822,170,전쟁,15세이상관람가,7.8,4.4,6.5,2023,12
인투 더 월드,유니버설픽쳐스인터내셔널 코리아(유),20240110,839,167,애니메이션,전체관람가,6.91,2.2,6.0,2024,01
노 베어스,M&M 인터내셔널,20240110,41,161,드라마,12세이상관람가,8.64,4.4,6.0,2024,01
검치호,"(주)드림팩트엔터테인먼트,(주)빅브라더스",20240328,5,160,액션,15세이상관람가,8.54,,7.43,2024,03
외계+인 2부,(주)씨제이이엔엠,20240110,1390,154,기타,12세이상관람가,8.13,,3.0,2024,01
느티나무 아래,"미디어나무(주),스튜디오 에이드",20231115,13,151,다큐멘터리,전체관람가,8.01,4.5,5.29,2023,11
어파이어,M&M 인터내셔널,20230913,68,145,드라마,12세이상관람가,10.0,,5.5,2023,09
걸즈 앤 판처 최종장 제4화,(주)디스테이션,20240117,40,120,애니메이션,12세이상관람가,8.02,3.8,8.43,2024,01
블루 자이언트,판씨네마(주),20231018,574,120,애니메이션,12세이상관람가,8.62,,,2023,10
"주사위놀이, 마불 세계여행",(주)니즈텔레콤,20240103,1,118,어드벤처,전체관람가,8.7,,6.67,2024,01
서바이벌 택틱스,필름다빈,20240221,12,112,드라마,12세이상관람가,,,,2024,02
"타르콥스키, 기도하는 영혼",(주)와우,20240131,9,111,다큐멘터리,12세이상관람가,8.58,,6.0,2024,01
세기말의 사랑,"(주)엔케이컨텐츠,(주)디스테이션",20240124,123,99,드라마,12세이상관람가,7.67,,,2024,01
엔드 오브 에반게리온,(주)라이크콘텐츠,20240117,130,97,애니메이션,청소년관람불가,7.88,,6.67,2024,01
스즈메의 문단속: 다녀왔어,(주)쇼박스,20240110,185,95,애니메이션,12세이상관람가,9.13,4.8,8.0,2024,01
공백,(주)미디어캐슬,20240316,3,80,드라마,12세이상관람가,8.45,4.6,,2024,03
아네모네,㈜인디스토리,20240207,57,78,코미디,15세이상관람가,7.6,,6.67,2024,02
일 부코,그린나래미디어(주),20240124,10,73,드라마,전체관람가,6.5,,4.67,2024,01
약속,엠라인디스트리뷰션(주),20231101,42,70,다큐멘터리,전체관람가,6.33,,7.67,2023,11
아가일,유니버설픽쳐스인터내셔널 코리아(유),20240207,841,69,액션,12세이상관람가,9.25,,7.4,2024,02
부르달락: 흡혈귀,주식회사 풍경소리,20240328,5,62,기타,15세이상관람가,7.25,3.1,6.0,2024,03
아녜스 V에 의한 제인 B,(주)영화사 안다미로,20240131,33,61,판타지,청소년관람불가,7.0,,,2024,01
사랑은 낙엽을 타고,찬란,20231220,40,57,멜로/로맨스,12세이상관람가,7.77,,7.5,2023,12
베어헌터,주식회사 원더스튜디오,20240328,5,56,어드벤처,15세이상관람가,7.9,3.9,8.11,2024,03
뽀로로 극장판 슈퍼스타 대모험,씨제이 씨지브이(CJ CGV)(주),20231213,850,50,애니메이션,전체관람가,3.5,,,2023,12
소녀는 졸업하지 않는다,해피송,20240124,42,39,멜로/로맨스,12세이상관람가,8.56,,6.0,2024,01
범죄도시4,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",20240424,"2,980","5,005,372",액션,15세이상관람가,7.56,,6.5,2024,04
쿵푸팬더4,유니버설픽쳐스인터내셔널 코리아(유),20240410,"2,311","1,403,363",애니메이션,전체관람가,7.52,4.6,4.6,2024,04
파묘,(주)쇼박스,20240222,"2,355","902,841",미스터리,15세이상관람가,7.07,3.3,5.25,2024,02
댓글부대,(주)에이스메이커무비웍스,20240327,"1,228","430,033",범죄,15세이상관람가,8.22,4.6,7.15,2024,03
고질라 X 콩: 뉴 엠파이어,워너브러더스 코리아(주),20240327,995,"187,566",액션,12세이상관람가,7.56,,6.5,2024,03
오멘: 저주의 시작,월트디즈니컴퍼니코리아 유한책임회사,20240403,644,"179,279",공포(호러),15세이상관람가,7.64,4.3,5.5,2024,04
듄: 파트2,워너브러더스 코리아(주),20240228,"1,544","108,156",액션,12세이상관람가,7.83,3.1,6.5,2024,02
비키퍼,(주)바른손이앤에이,20240403,713,"101,325",액션,청소년관람불가,8.98,4.4,7.5,2024,04
유미의 세포들 더 무비,"씨제이 씨지브이(CJ CGV)(주),롯데컬처웍스(주)롯데시네마",20240403,441,"72,888",애니메이션,전체관람가,7.63,4.1,7.33,2024,04
극장판 스파이 패밀리 코드 : 화이트,"(주)넥스트엔터테인먼트월드(NEW),(주)대교 미디어콘텐츠사업본부",20240320,917,"46,855",애니메이션,12세이상관람가,8.37,,6.0,2024,03
기동전사 건담 시드 프리덤,워터홀컴퍼니(주),20240403,418,"45,916",애니메이션,12세이상관람가,7.93,4.8,6.0,2024,04
고스트버스터즈: 오싹한 뉴욕,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20240417,671,"42,831",액션,12세이상관람가,8.12,4.2,,2024,04
씬,롯데컬처웍스(주)롯데엔터테인먼트,20240403,409,"38,225",공포(호러),15세이상관람가,7.29,3.4,5.0,2024,04
챌린저스,워너브러더스 코리아(주),20240424,458,"35,455",드라마,15세이상관람가,4.05,,5.0,2024,04
골드핑거,메가박스중앙(주),20240410,423,"35,326",범죄,15세이상관람가,8.51,2.5,7.38,2024,04
슈가│어거스트 디 투어 ‘디-데이’ 더 무비,씨지브이 아이스콘,20240410,88,"31,808",공연,12세이상관람가,6.62,,5.0,2024,04
악은 존재하지 않는다,"그린나래미디어(주),(주)레드아이스 엔터테인먼트",20240327,149,"21,248",드라마,12세이상관람가,9.4,,,2024,03
마더스,(주)스튜디오디에이치엘,20240403,207,"17,029",스릴러,15세이상관람가,8.04,3.3,8.38,2024,04
로봇 드림,"(주)영화사 진진,(주)하이스트레인저",20240313,114,"16,836",애니메이션,전체관람가,7.63,3.3,5.0,2024,03
바람의 세월,(주)시네마달,20240403,47,"15,387",다큐멘터리,12세이상관람가,8.94,4.7,8.0,2024,04
어게인 1997,(주)메리크리스마스,20240410,305,"10,752",판타지,15세이상관람가,9.54,,6.0,2024,04
1980,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",20240327,521,"10,188",드라마,12세이상관람가,5.46,,3.0,2024,03
키메라,M&M 인터내셔널,20240403,51,"9,917",드라마,12세이상관람가,6.89,,5.0,2024,04
신 가면라이더,(주)블루라벨픽쳐스,20240403,85,"8,865",액션,12세이상관람가,,4.0,8.0,2024,04
가여운 것들,월트디즈니컴퍼니코리아 유한책임회사,20240306,471,"8,571",드라마,청소년관람불가,7.94,,5.33,2024,03
에스파: 월드 투어 인 시네마,씨제이포디플렉스 주식회사,20240410,90,"8,489",공연,전체관람가,7.69,3.4,7.44,2024,04
몬스터 프렌즈,(주)박수엔터테인먼트,20240425,180,"8,040",애니메이션,전체관람가,8.45,,,2024,04
패스트 라이브즈,(주)씨제이이엔엠,20240306,613,"7,994",드라마,12세이상관람가,6.0,,5.0,2024,03
땅에 쓰는 시,(주)영화사 진진,20240417,50,"7,374",다큐멘터리,전체관람가,7.51,,7.6,2024,04
아서,(주)누리픽쳐스,20240417,121,"5,605",어드벤처,12세이상관람가,8.5,,6.0,2024,04
브레드이발소: 셀럽 인 베이커리타운,롯데컬처웍스(주)롯데엔터테인먼트,20240301,342,"5,397",애니메이션,전체관람가,8.31,4.7,6.0,2024,03
웡카,워너브러더스 코리아(주),20240131,"1,753","5,259",판타지,전체관람가,8.44,,,2024,01
이승윤 콘서트 도킹 : 리프트오프,"롯데컬처웍스(주)롯시플,(주)영화사 그램",20240322,66,"4,892",공연,전체관람가,7.99,3.8,6.44,2024,03
소풍,롯데컬처웍스(주)롯데엔터테인먼트,20240207,729,"4,704",드라마,12세이상관람가,9.23,,10.0,2024,02
여행자의 필요,"(주)영화제작전원사 ,(주)콘텐츠판다",20240424,56,"4,481",드라마,12세이상관람가,8.83,,7.25,2024,04
라스트 썸머,(주)디스테이션,20240403,37,"3,661",드라마,청소년관람불가,7.22,,8.2,2024,04
은하수,(주)영화특별시에스엠씨,20240410,49,"3,067",드라마,12세이상관람가,5.94,2.4,6.33,2024,04
정순,(주)더쿱디스트리뷰션,20240417,44,"2,977",드라마,15세이상관람가,,,5.5,2024,04
극장판 울려라! 유포니엄: 앙상블 콘테스트,(주)스튜디오디에이치엘,20240417,99,"2,917",애니메이션,전체관람가,8.26,,6.67,2024,04
추락의 해부,(주)스튜디오디에이치엘,20240131,236,"2,747",드라마,15세이상관람가,8.54,,5.0,2024,01
에픽하이 20 더 무비,"씨지브이 아이스콘,(주)플레이그램",20240320,54,"2,222",공연,12세이상관람가,8.45,3.5,7.73,2024,03
돌들이 말할 때까지,"(주)디스테이션,무브먼트",20240417,54,"2,058",다큐멘터리,12세이상관람가,8.82,,,2024,04
극장판 여성향 게임의 파멸 플래그밖에 없는 악역 영애로 환생해버렸다...,(주)애니플러스,20240404,43,"1,906",애니메이션,전체관람가,8.73,,7.25,2024,04
비욘드 유토피아,"(주)홈초이스,(주)드림팩트엔터테인먼트,(주)스마일이엔티",20240131,158,"1,479",다큐멘터리,12세이상관람가,3.33,,,2024,01
시민덕희,(주)쇼박스,20240124,"1,272","1,453",드라마,15세이상관람가,9.44,,8.0,2024,01
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,메가박스중앙(주),20231019,78,"1,293",애니메이션,전체관람가,8.3,,5.67,2023,10
모르는 이야기,(주)마노엔터테인먼트,20240424,24,"1,289",판타지,12세이상관람가,,,,2024,04
건국전쟁,다큐스토리,20240201,224,"1,267",다큐멘터리,12세이상관람가,5.11,,6.0,2024,02
뒤주,(주)파이브데이,20240328,52,"1,259",공포(호러),15세이상관람가,9.45,,,2024,03
드림쏭3,"주식회사 원더스튜디오,영화사빅",20240328,238,"1,153",애니메이션,전체관람가,3.51,,,2024,03
우당탕탕 운동회,(주)니즈텔레콤,20240403,1,"1,108",기타,전체관람가,7.65,,6.0,2024,04
목스박,(주)라온컴퍼니플러스,20240320,122,"1,036",액션,15세이상관람가,0.0,,,2024,03
더 퍼스트 슬램덩크,(주)넥스트엔터테인먼트월드(NEW),20230104,"1,023","1,015",애니메이션,12세이상관람가,9.35,,3.0,2023,01
기적의 시작,퓨어웨이픽쳐스,20240222,137,956,다큐멘터리,12세이상관람가,9.25,4.5,7.67,2024,02
메이 디셈버,판씨네마(주),20240313,400,952,드라마,청소년관람불가,8.41,,,2024,03
막걸리가 알려줄거야,"판씨네마(주),(주)홈초이스",20240228,73,913,드라마,전체관람가,7.32,2.4,7.43,2024,02
올 더 네임즈 오브 갓,"(주)이놀미디어,(주)플레이그램",20240417,31,896,액션,12세이상관람가,7.83,,7.0,2024,04
탐정 말로,(주)바이포엠스튜디오,20240321,183,761,범죄,15세이상관람가,5.5,2.9,5.0,2024,03
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,메가박스중앙(주),20231019,79,690,애니메이션,전체관람가,5.83,2.4,5.25,2023,10
잔 뒤 바리,"(주)태양미디어그룹,(주)라이크콘텐츠",20240403,18,687,드라마,15세이상관람가,,,,2024,04
괴물,(주)넥스트엔터테인먼트월드(NEW),20231129,647,668,드라마,12세이상관람가,8.0,4.0,6.0,2023,11
너와 나,"주식회사 필름영,그린나래미디어(주)",20231025,76,649,드라마,12세이상관람가,9.03,4.6,8.0,2023,10
세월: 라이프 고즈 온,영화배급협동조합 씨네소파,20240327,25,641,다큐멘터리,전체관람가,8.77,,,2024,03
보티첼리. 피렌체와 메디치,일미디어,20240424,14,616,다큐멘터리,전체관람가,8.43,,6.67,2024,04
래빗스쿨 2: 부활절 대소동,"(주)버킷스튜디오,주식회사 블루필름웍스",20240327,126,575,애니메이션,전체관람가,8.6,,,2024,03
다운폴,(주)피터팬픽쳐스,20240327,8,538,전쟁,청소년관람불가,7.7,,4.0,2024,03
밥 말리: 원 러브,롯데컬처웍스(주)롯데엔터테인먼트,20240313,579,484,드라마,15세이상관람가,8.24,4.8,7.79,2024,03
용감한 돌고래 벨루와 바닷속 친구들,"찬란,(주)빅브라더스",20240313,180,472,애니메이션,전체관람가,6.15,4.1,5.67,2024,03
바튼 아카데미,유니버설픽쳐스인터내셔널 코리아(유),20240221,254,454,코미디,15세이상관람가,7.5,,5.67,2024,02
브레이브 온 파이어,(주)박수엔터테인먼트,20240417,38,446,액션,12세이상관람가,8.45,4.6,8.38,2024,04
당신이 잠든 사이,트윈플러스파트너스(주),20240320,118,440,미스터리,12세이상관람가,6.8,,3.33,2024,03
아기상어 극장판: 사이렌 스톤의 비밀,(주)넥스트엔터테인먼트월드(NEW),20240207,578,398,애니메이션,전체관람가,8.0,,4.0,2024,02
랜드 오브 배드,메가박스중앙(주),20240313,394,390,액션,15세이상관람가,8.0,,6.0,2024,03
서울의 봄,플러스엠 엔터테인먼트,20231122,"2,328",385,드라마,12세이상관람가,8.32,4.3,4.67,2023,11
그날의 딸들,(주)누리픽쳐스,20240403,8,360,다큐멘터리,12세이상관람가,9.49,4.6,6.67,2024,04
도그데이즈,(주)씨제이이엔엠,20240207,847,357,드라마,12세이상관람가,7.5,,5.0,2024,02
부활 그 소망,파이오니아21,20240307,26,335,다큐멘터리,전체관람가,7.88,,5.33,2024,03
왓츠 러브,(주)디스테이션,20240320,188,326,멜로/로맨스,15세이상관람가,10.0,,,2024,03
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",씨제이 씨지브이(CJ CGV)(주),20240214,393,325,애니메이션,15세이상관람가,6.76,3.4,6.0,2024,02
8인의 용의자들,스튜디오타겟(주),20240417,10,312,드라마,15세이상관람가,7.72,,10.0,2024,04
약속,엠라인디스트리뷰션(주),20231101,42,304,다큐멘터리,전체관람가,5.65,,,2023,11
길위에 김대중,"(주)아이오케이컴퍼니,(주)명필름,(주)시네마6411",20240110,414,267,다큐멘터리,12세이상관람가,9.25,,7.4,2024,01
느티나무 아래,"미디어나무(주),스튜디오 에이드",20231115,13,225,다큐멘터리,전체관람가,9.64,,6.0,2023,11
류이치 사카모토: 오퍼스,"(주)엣나인필름,메가박스중앙(주)",20231227,251,218,공연,전체관람가,10.0,,5.5,2023,12
조용한 이주,필름다빈,20240320,27,214,드라마,12세이상관람가,8.63,,7.0,2024,03
다시 김대중-함께 합시다,주식회사 블루필름웍스,20240328,58,212,다큐멘터리,12세이상관람가,8.0,,7.0,2024,03
사랑은 빛,(주)미디어캐슬,20240416,5,210,멜로/로맨스,12세이상관람가,4.33,,,2024,04
인어공주: 마법물약의 비밀,(주)박수엔터테인먼트,20240314,188,209,애니메이션,전체관람가,7.67,,6.5,2024,03
카니펙스: 죽음의 숲,(주)누리픽쳐스,20240403,5,208,공포(호러),15세이상관람가,3.35,,,2024,04
오키쿠와 세계,(주)엣나인필름,20240221,36,184,드라마,12세이상관람가,1.0,,,2024,02
어른 김장하,(주)시네마달,20231115,98,178,다큐멘터리,전체관람가,7.63,,8.5,2023,11
노량: 죽음의 바다,"롯데컬처웍스(주)롯데엔터테인먼트,(주)에이스메이커무비웍스",20231220,"2,196",175,사극,12세이상관람가,9.5,,6.0,2023,12
연련,나도밤보 주식회사,20240327,5,175,가족,12세이상관람가,8.24,,6.6,2024,03
나의 올드 오크,(주)영화사 진진,20240117,83,151,드라마,15세이상관람가,,,,2024,01
검치호,"(주)드림팩트엔터테인먼트,(주)빅브라더스",20240328,5,148,액션,15세이상관람가,7.67,4.4,7.5,2024,03
돌핀,(주)마노엔터테인먼트,20240313,67,144,드라마,12세이상관람가,8.13,,3.0,2024,03
생츄어리 2 : 쿼카가 너무해,(주)팝엔터테인먼트,20240307,249,143,애니메이션,전체관람가,8.06,,5.25,2024,03
크레센도,오드,20231220,81,127,다큐멘터리,전체관람가,10.0,,5.5,2023,12
걸즈 앤 판처 최종장 제4화,(주)디스테이션,20240117,40,120,애니메이션,12세이상관람가,8.7,,5.0,2024,01
"안전제일, 놀이퀴즈 최강전",(주)니즈텔레콤,20240411,2,111,기타,전체관람가,8.62,,,2024,04
범죄도시4,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",20240424,"2,980","6,174,857",액션,15세이상관람가,,,,2024,04
혹성탈출: 새로운 시대,월트디즈니컴퍼니코리아 유한책임회사,20240508,"1,184","887,475",액션,12세이상관람가,7.52,4.6,4.6,2024,05
그녀가 죽었다,"(주)콘텐츠지오,(주)아티스트스튜디오,(주)무빙픽쳐스컴퍼니",20240515,"1,008","837,143",미스터리,15세이상관람가,7.66,3.2,6.2,2024,05
퓨리오사: 매드맥스 사가,워너브러더스 코리아(주),20240522,"1,442","812,317",액션,15세이상관람가,8.25,,6.0,2024,05
극장판 하이큐!! 쓰레기장의 결전,"(주)넥스트엔터테인먼트월드(NEW),씨제이 씨지브이(CJ CGV)(주)",20240515,"1,212","536,130",애니메이션,전체관람가,8.92,3.9,7.67,2024,05
쿵푸팬더4,유니버설픽쳐스인터내셔널 코리아(유),20240410,"2,311","366,242",애니메이션,전체관람가,8.61,4.7,7.0,2024,04
가필드 더 무비,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20240515,873,"260,691",애니메이션,전체관람가,7.07,3.3,5.25,2024,05
설계자,(주)넥스트엔터테인먼트월드(NEW),20240529,"1,345","225,344",범죄,15세이상관람가,7.69,3.9,6.0,2024,05
